resume_id,resume_text,job_category,job_description,suitability_score,feedback,match_skills,missing_skills
R0538,"as a cloud engineer, i have handson experience with aws, docker, terraform, gcp, kubernetes. i have contributed to projects involving docker and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",91,Consider adding experience with: Azure. Add project links to showcase work. List recent tech stacks and tools.,"AWS, Docker, Terraform, GCP, Kubernetes",Azure
R0539,"as a cloud engineer, i have handson experience with docker, terraform, gcp, kubernetes, aws, azure. i have contributed to projects involving terraform and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",100,Resume is strong and matches well with job description. Include internships or volunteer work if available. Add project links to showcase work.,"Docker, Terraform, GCP, Kubernetes, AWS, Azure",
R0540,"as a cloud engineer, i have handson experience with azure, terraform, docker, gcp, kubernetes. i have contributed to projects involving docker and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",91,Consider adding experience with: AWS. Mention teamwork or leadership experience. Include internships or volunteer work if available.,"Azure, Terraform, Docker, GCP, Kubernetes",AWS
R0541,"as a cloud engineer, i have handson experience with terraform, aws, kubernetes, gcp. i have contributed to projects involving kubernetes and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",79,"Consider adding experience with: Azure, Docker. List recent tech stacks and tools. Add project links to showcase work.","Terraform, AWS, Kubernetes, GCP","Azure, Docker"
R0542,"as a cloud engineer, i have handson experience with kubernetes, docker, aws, gcp. i have contributed to projects involving docker and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",79,"Consider adding experience with: Terraform, Azure. Expand on tools you've used professionally. Add project links to showcase work.","Kubernetes, Docker, AWS, GCP","Terraform, Azure"
R0543,"as a cloud engineer, i have handson experience with azure, gcp, terraform, kubernetes, aws, docker. i have contributed to projects involving aws and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",100,Resume is strong and matches well with job description. Mention teamwork or leadership experience. Add project links to showcase work.,"Azure, GCP, Terraform, Kubernetes, AWS, Docker",
R0544,"as a cloud engineer, i have handson experience with kubernetes, aws, terraform, gcp. i have contributed to projects involving terraform and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",79,"Consider adding experience with: Azure, Docker. Expand on tools you've used professionally. Include internships or volunteer work if available.","Kubernetes, AWS, Terraform, GCP","Azure, Docker"
R0545,"as a cloud engineer, i have handson experience with gcp, kubernetes, azure, terraform, docker. i have contributed to projects involving gcp and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",91,Consider adding experience with: AWS. Expand on tools you've used professionally. Add quantifiable achievements to stand out.,"GCP, Kubernetes, Azure, Terraform, Docker",AWS
R0546,"as a cloud engineer, i have handson experience with gcp, azure, aws, kubernetes. i have contributed to projects involving aws and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",79,"Consider adding experience with: Terraform, Docker. Include certifications related to your role. Add quantifiable achievements to stand out.","GCP, Azure, AWS, Kubernetes","Terraform, Docker"
R0547,"as a cloud engineer, i have handson experience with terraform, kubernetes, aws, docker, gcp, azure. i have contributed to projects involving kubernetes and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",100,Resume is strong and matches well with job description. Expand on tools you've used professionally. Mention teamwork or leadership experience.,"Terraform, Kubernetes, AWS, Docker, GCP, Azure",
R0548,"as a cloud engineer, i have handson experience with azure, kubernetes, aws. i have contributed to projects involving kubernetes and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",67,"Consider adding experience with: Terraform, GCP. List recent tech stacks and tools. Expand on tools you've used professionally.","Azure, Kubernetes, AWS","Terraform, GCP, Docker"
R0549,"as a cloud engineer, i have handson experience with docker, azure, gcp, kubernetes, aws, terraform. i have contributed to projects involving terraform and collaborated in agile teams to deliver highquality solutions. my goal is to apply cloud engineer skills effectively in challenging environments.",Cloud Engineer,"this role requires expertise in aws, azure, gcp, docker, kubernetes, terraform.",100,Resume is strong and matches well with job description. Include internships or volunteer work if available. Expand on tools you've used professionally.,"Docker, Azure, GCP, Kubernetes, AWS, Terraform",
